,O14793,O60635,P07585,P08727,P14136,P18627,P24387,P52823,P55259,Q92820,Q969V3,Q96NZ8,Q99748,Q9NZV1,Q9P0M4,Q9UGM5,Q9Y653,Class Label
114,-3.7347,-0.4026,-1.837,0.6921,-0.2221,-0.5894,-1.9403,0.6774,1.1963,-1.8242,-0.1484,-2.4082,0.2864,-1.1365,-1.7065,-2.6184,-1.2682,0
115,-1.8666,-0.3949,-1.9253,-1.4518,-0.8188,-2.1947,-1.3329,-1.7967,0.9908,-1.1329,-0.4038,-1.8432,-0.2524,-1.7175,-1.8553,-0.9321,-1.8654,0
116,-3.5339,-0.802,-2.63,0.0353,-1.5418,-1.3765,-3.0249,1.0365,-1.9931,-2.2801,-0.3776,-1.9486,-0.4366,-2.2965,0.5255,-3.4164,-2.1145,0
117,-2.7128,-0.0731,-0.8138,2.8818,0.1983,0.4331,-1.9907,3.4017,-1.0554,-0.1248,-0.527,-1.7721,0.2587,0.294,-0.7978,-1.8959,-0.8081,0
118,-2.5471,-0.2905,-1.6267,0.1981,-1.3529,-0.2974,-2.6509,-0.7445,-1.1114,-1.0971,-0.0457,-2.2281,0.4024,-1.3012,-0.7296,-1.6107,-2.3782,0
119,-3.2422,-0.452,-2.3106,0.6119,-2.0707,-0.8135,-2.4047,0.7478,-0.5601,-1.9548,-0.4293,-2.5191,-0.292,-1.3786,-2.9989,-3.4642,-0.3071,0
120,-2.3456,-0.631,-2.2741,0.4228,-1.357,-0.3395,-2.3595,-0.2564,-2.6035,-0.8212,-0.0269,-2.4831,-0.0941,-1.3452,-0.4172,-1.727,-2.9649,0
121,-3.8021,0.5063,-1.1197,2.7187,-0.696,-1.0354,-2.4665,1.3,0.2997,-1.5622,-0.2615,-3.0645,-0.5861,-0.8525,-1.2921,-3.1635,-1.3614,0
122,-2.9778,-0.6531,-1.4918,0.2497,0.7344,0.5584,-1.7105,0.17,-0.9222,-0.8565,-0.586,-1.8157,0.0216,-0.1732,-1.3394,-1.1852,-1.2085,0
123,-1.4412,-0.6037,-2.5238,-1.7611,-1.293,-0.6497,-1.8818,-1.0352,-1.0638,-1.363,-0.166,-1.8575,-0.5675,-1.6039,-1.658,-1.9867,-1.8712,0
124,-3.1277,-0.6718,-2.846,-0.597,-2.0069,-0.9536,-1.709,-1.4025,-2.8065,-1.0539,-0.4147,-2.3724,-0.3912,-1.725,-1.2323,-1.4774,-2.5156,0
125,-2.4624,-0.3344,-2.1265,0.1455,-1.391,-0.2152,-2.2027,-1.1631,-2.7558,-0.0397,-0.4556,-1.8785,-0.9522,-1.5362,-2.0573,-1.1105,-2.8773,0
126,-2.4577,-0.4279,-2.4381,-1.0631,-1.5292,-0.3952,-1.9372,-0.9513,-1.8022,-0.7415,0.1494,-1.6795,-0.1019,-1.347,-1.8112,-1.6607,-2.5561,0
127,-2.4246,-0.7475,-1.4608,0.0892,0.8782,-0.0293,-1.9761,-1.3903,-1.1547,-1.4553,-0.3624,-2.7631,0.8175,-0.9302,1.7847,-2.4286,0.6602,0
128,-2.132,-0.5718,-1.5597,0.3064,-0.7694,-0.0572,-1.4725,-1.1692,0.253,0.0134,0.003,-1.3845,0.3961,-1.0747,-0.6618,-0.8403,-0.808,0
129,-1.26,-0.6773,-1.8778,0.9303,-1.2764,-0.996,-1.8839,-0.4291,-0.6705,-1.1365,-0.0282,-1.8854,-0.5277,-1.4475,-1.4687,-2.3825,-0.4982,0
130,-1.335,-0.3009,-2.0153,-2.6781,-1.3452,-1.1548,-2.1147,-0.7564,-2.2929,-1.18,-0.1157,-2.4893,0.1711,-1.8405,-1.5801,-1.0265,-2.4524,0
131,-2.2619,-0.4223,-2.4304,-1.8127,-1.4335,-2.3344,-2.6639,-1.2611,-0.0561,-1.8547,-0.7573,-3.1273,0.0847,-1.6807,-2.0675,-3.6952,-1.8188,0
132,-1.6499,1.3777,-1.7876,-1.9223,-1.0982,-1.0838,-2.2318,-0.9416,-0.1522,-1.4938,-0.3086,-2.6657,0.2081,-0.7761,-0.8471,-2.4906,-2.1033,0
133,-2.6913,-0.638,-2.5337,-0.4366,-0.2939,-0.6936,-1.9948,-0.7125,-1.0321,-0.6938,-0.9976,-1.4291,0.3388,-1.3404,-0.5944,-2.0072,-2.7871,0
134,-2.8298,-0.5973,-0.5874,1.0863,-0.5056,0.0108,-2.2797,-0.1712,2.7287,-1.3164,-0.7715,-1.868,-0.2472,-0.7713,-0.0148,-2.4998,-1.5997,0
135,-1.7614,-0.6634,-2.5751,-0.9239,-1.4407,-0.8034,-2.4165,-1.5003,-1.679,-1.2746,-0.0185,-2.2916,-0.005,-1.6021,-1.8398,-1.825,-1.9098,0
136,-0.6835,-0.7351,-0.3091,-1.1008,-1.0969,-0.263,-2.0904,0.3492,-0.7866,-1.2036,-0.2824,-2.4385,0.0566,-0.18,-0.2111,-2.331,-1.9713,0
137,-2.8665,-0.3111,-1.7715,1.3872,-0.8962,0.0767,-2.396,-0.6509,-0.6957,-1.2254,-0.2392,-3.1834,0.8435,-0.8499,-2.3952,-2.4443,-1.5628,0
138,-2.2033,1.5248,-2.3147,1.4102,-0.8531,-0.9857,-1.4381,-0.4239,-1.1048,-1.4159,-0.5314,-1.9671,-0.2463,-1.224,-0.5944,-2.2128,-1.9828,0
139,-2.9587,-0.304,-1.5712,1.9963,-0.2042,-0.8028,-2.1811,1.3575,-1.3526,-1.1937,-0.433,-2.3945,-0.1858,-0.8645,-0.5187,-3.4523,-0.9276,0
140,-2.3887,-0.4917,-1.3509,3.5015,0.7798,0.2925,-2.4872,-0.0131,-0.1863,-1.7833,-0.1513,-1.9132,-0.2501,-0.6877,-1.2544,-3.1337,0.2433,0
141,-2.3025,-0.2129,-2.516,-0.3521,-1.1215,0.1883,-2.6084,-0.0099,-1.3883,-0.884,-0.4686,-2.5785,-0.1554,-0.9889,-1.8653,-2.2764,1.2048,0
142,-2.6773,-0.3534,-1.9925,-1.4808,0.6721,-1.0232,-2.173,-1.7851,-1.2154,-1.3907,1.0616,-2.5742,0.0195,-1.4799,-0.1981,-1.6014,-0.541,0
143,-2.6933,0.2477,-1.6613,-1.661,-0.524,-0.5065,-2.0084,0.0314,0.8253,-1.3813,0.0101,-2.2853,0.2532,-0.9892,-1.3207,-1.6269,0.6908,0
144,-2.5401,-0.5834,-2.3295,0.0582,-0.8711,-0.0455,-1.9697,-0.255,-1.9239,-0.8717,-0.3218,-2.348,-0.0157,-1.4559,-1.527,-1.086,-3.0034,0
145,-1.9322,-0.6163,-2.6326,-1.7926,-1.1365,-0.7239,-2.983,-1.9478,-1.2022,-1.3982,-0.1498,-1.8599,-0.1889,-1.7715,-1.5402,-1.1641,-2.1812,0
146,-3.044,-0.706,-1.4787,-1.6372,-1.0099,-0.6559,-1.5393,-1.6679,-1.7131,-1.6521,-0.5748,-1.6218,0.1829,-0.9574,-0.485,-1.7693,-2.2439,0
147,-1.35,-0.5258,0.0695,-0.5789,-0.7136,-0.6193,-1.5792,1.318,-0.255,-1.3441,-0.3108,-2.0138,-0.5047,-0.9321,-0.2762,-2.38,-0.7827,0
148,-2.2515,-0.6119,-2.3699,0.1127,-0.9485,-0.7786,-2.282,-1.1522,-1.2127,-1.1647,-0.3685,-2.7495,-0.3663,-1.3552,-1.4462,-2.5517,-2.2104,0
149,-2.9472,0.0756,-1.8577,-0.7269,-0.1991,-0.7599,-2.4036,0.3641,0.3071,-1.6147,-0.1588,-3.1869,0.2667,-0.3984,0.2532,-1.8215,-1.7909,0
150,-2.8161,-0.5267,-1.9532,1.7343,-0.8932,-0.7404,-2.4203,-0.3514,-1.7206,-1.3214,-0.1659,-2.3162,0.1617,-1.0478,-0.9118,-2.5135,-1.2681,0
151,-1.7696,-0.3981,-0.669,3.1105,-0.1636,-0.0313,-1.6098,0.7223,-0.5405,-0.4609,-0.3921,-1.8889,0.0657,-0.8575,-0.811,-1.0232,-1.3793,0
152,-2.5562,0.0085,-1.092,-1.0959,0.2961,-1.4405,-1.868,-1.5576,2.8949,-1.7956,0.2146,-2.4638,-0.3238,-1.2109,-0.1813,-3.5053,0.3543,0
153,-2.4832,-0.398,-2.0517,0.8728,-0.9177,-0.2617,-1.4821,-0.267,-0.9403,-0.8121,-0.4738,-2.1567,0.0322,-1.3441,-0.6135,-1.6977,-2.0356,0
154,-2.7067,0.5269,-1.5094,1.4544,-0.3972,0.0344,-2.5498,0.0193,-0.7237,-1.0441,-0.7718,-2.0085,1.8615,-0.6704,1.0575,-1.582,-1.5471,0
155,-2.4139,-0.1259,-0.9394,-0.4775,0.0868,-1.1585,-1.5866,-0.1852,0.2838,-2.2572,-0.2569,-2.0619,0.3614,-0.8219,2.0231,-3.7345,-0.4382,0
156,-1.5058,-0.7038,-1.7521,-0.6806,-1.6469,-2.3832,-1.986,-0.9663,0.4979,-2.4453,0.0674,-1.7534,-0.0651,-1.5017,0.5012,-1.9005,-2.6875,0
157,-3.2626,-0.6844,-1.8609,-0.6074,-0.9041,-1.2345,-3.3155,-1.454,1.2249,-1.5204,-0.864,-2.963,-0.0917,-1.878,-1.6742,-1.8801,-2.5658,0
158,-3.1863,-0.2161,-2.3166,2.9657,-1.2553,0.1852,-2.2483,-0.11,-2.1513,-0.2154,-0.1593,-2.9366,0.4794,-1.2845,-1.7238,-1.8587,-1.5178,0
159,-1.6042,-0.6323,-2.099,-1.1371,-1.3611,-0.4803,-2.2855,-1.4457,-0.4812,-0.8148,-0.4701,-2.0516,-0.0585,-1.5918,-0.7574,-1.6879,-2.0995,0
160,-1.2903,-0.4621,-1.8572,-0.7463,-0.8255,-0.6518,-2.6646,-1.3317,-1.1443,-1.87,-0.4027,-2.1515,-0.1717,-1.0312,-1.0539,-1.3729,-0.5812,0
161,-3.3775,-0.6381,-1.1228,2.1332,-1.169,0.046,-1.6887,0.219,1.1459,-1.7107,-0.3343,-2.771,0.6553,-0.7552,-1.4037,-2.6577,-1.0736,0
162,-2.2715,-0.1707,-2.3092,2.0456,-0.9628,0.4002,-1.536,-0.2436,-0.7144,-0.9912,-0.4294,-2.939,0.055,-0.966,-1.1485,-2.6719,-1.1277,0
163,-2.1316,-0.542,-1.4238,0.2228,-0.8032,0.0827,-1.9887,0.2762,-1.5327,-0.3743,-0.2104,-1.9891,0.4898,-0.9914,-0.88,-1.4371,-1.2768,0
164,-2.9441,-0.7844,-0.8507,-0.0822,-1.0112,-1.5635,-1.2677,0.7929,-0.8759,-0.5466,0.6038,-2.4957,-0.1895,-0.1225,3.2687,-3.3786,-1.0221,0
165,-1.2523,-0.5211,-2.3141,3.2406,-1.6049,-0.5466,-1.9603,-0.4878,-0.9067,-1.2197,-0.4658,-4.4001,0.9437,-1.6548,-0.9218,-1.948,-0.1332,0
166,-2.7381,-0.8031,-2.7922,-0.0937,-1.7751,-1.3394,-1.4398,-0.7631,-2.0558,-0.6261,-0.0931,-2.2916,-0.2378,-1.8762,0.1259,-2.3538,-2.8915,0
167,-2.6429,-0.48,-1.4352,0.5022,0.07,0.5069,-2.276,-0.3454,-0.4921,-1.6056,-0.2635,-1.7209,-0.2759,-0.6313,-0.952,-1.0631,-1.6403,0
168,-0.2179,-0.4108,-0.1576,-0.1704,-1.0549,-0.6413,-1.0188,0.4995,1.2254,-1.6442,-0.2561,-2.2242,-0.0683,0.2484,-0.2108,-1.2778,-1.3377,0
169,-2.9244,-0.0173,-1.7088,1.7546,-0.3493,-1.6433,-1.9272,-1.9503,-0.0544,-1.4812,-0.2403,-2.2495,0.0615,-1.2994,-0.1954,-4.6236,-1.6234,0
170,-2.1617,-0.5442,-2.0838,-1.2114,-0.7936,0.0713,-2.8826,-0.5933,-0.8712,-0.9149,-0.4481,-2.3064,-0.1652,-1.1262,-1.4475,-2.3757,-2.1736,0
171,-1.4646,-0.188,-1.9283,-1.7959,-0.9414,0.3365,-2.7458,-1.5028,-2.0284,-1.0579,-0.1085,-2.1308,0.3513,-1.1654,0.4157,-2.0036,-2.136,0
172,-2.5377,-0.4921,-1.1189,-0.733,0.62,0.9633,-1.7929,-1.2046,0.4908,-1.2054,0.3374,-2.2438,-0.1083,-1.5033,0.5215,-2.2536,-0.5386,0
173,-1.7993,0.582,-1.6933,-0.9952,-1.1378,-0.8416,-1.9384,-1.148,-1.3859,-1.0536,-0.5365,-2.7743,0.4184,-1.5255,-1.303,-2.2026,-1.9681,0
174,-2.1643,-0.3751,-2.0422,-1.841,-0.7562,-0.2116,-2.6299,-2.1511,-1.9725,-1.2824,-0.2058,-3.4792,0.3367,-1.3742,-0.9682,-0.3144,-2.2727,0
175,-2.3825,-0.4569,-2.6541,-1.776,-1.1244,-0.8194,-2.9074,-0.9016,-1.9039,-1.5377,-0.6484,-2.1562,-0.0814,-1.8505,-2.3872,-1.6075,-2.3874,0
176,-1.5516,-0.3914,-1.9012,-2.8834,-1.1987,-0.8052,-2.2886,-1.1411,-1.0827,-1.7758,-0.3759,-1.7118,-0.1884,-0.8854,-1.5061,-2.4187,-1.4977,0
177,-2.4365,-0.5839,-1.8917,-0.4537,-1.2173,-0.1767,-1.8755,-0.405,-0.2525,-0.8276,0.0325,-2.1779,0.1386,-0.9884,-1.3533,-1.2656,-1.8507,0
178,-2.3872,-0.7539,-1.5273,-0.8603,-1.1382,0.8122,-2.2207,0.3342,-2.4194,-0.4537,-0.5786,-2.4938,-0.1244,-1.548,0.9099,-1.9316,-0.8346,0
179,-1.909,-0.31,-2.6815,-1.1754,-1.2288,-0.9166,-2.0185,-0.9135,-0.944,-1.2148,-0.0007,-1.8666,0.4037,-1.3405,-1.5784,-2.9797,-2.6046,0
180,-1.4959,-0.262,-1.8269,-1.1713,-0.9239,-0.1222,-2.3915,-1.0748,-1.4789,-1.5303,-0.3393,-1.9962,-0.9859,-1.7301,-0.8715,-1.3294,-2.4204,0
181,-3.5677,-0.3483,-2.162,2.4806,-0.4614,-1.4195,-2.2039,-0.5575,-0.5331,1.7582,0.1894,-2.8593,0.0725,-1.3531,-1.7198,-3.5831,-1.7619,0
182,-1.9097,-0.6261,-1.4998,0.6802,-1.6085,0.2921,-2.1919,-0.3619,-1.9089,-0.9825,-0.1015,-2.0373,-0.388,-0.9994,-2.1263,-1.6024,-1.4687,0
183,-2.4508,-0.796,-2.689,1.2653,-1.4003,-0.1153,-2.3834,-0.268,-0.1741,-0.857,-0.0013,-2.5191,-0.1727,-1.2852,-0.8919,-1.8419,-2.0024,0
184,-2.3328,-0.6156,-0.981,-1.4837,-0.4409,-0.9964,-2.3072,-1.4513,-1.5998,-2.0796,0.2908,-2.7569,0.6061,-1.4171,-1.7224,-1.928,-2.5932,0
185,-3.089,-0.1887,-1.9764,3.7452,-1.1968,0.439,-2.5055,1.4992,3.0477,-1.9973,-0.3018,-2.077,0.1323,-0.5409,0.9227,-3.3407,0.2318,0
186,-3.2283,-0.564,0.3794,2.9714,0.9134,2.5342,-1.8884,2.4421,0.32,-1.6436,-0.5972,-1.9136,-0.2826,-0.4404,2.8034,-2.5192,-1.1193,0
187,-2.7811,-0.6915,-1.161,2.4895,0.1918,-0.0113,-1.6455,-0.3654,-1.1949,-0.8573,-0.2053,-1.8321,-0.0805,-0.9595,-1.1919,-1.1372,-2.1545,0
188,-2.7266,-0.4765,-0.61,-0.0571,-0.4435,0.1978,-2.4465,1.3189,-0.1633,-2.2302,0.0705,-2.2011,-0.1351,-0.1016,-0.2053,-3.0868,0.0054,0
189,-2.2012,-0.6271,-2.0074,-1.5783,-1.1756,-0.8633,-2.9436,-1.3178,-2.4301,-1.2983,-0.3116,-2.2233,0.0704,-1.3933,-1.961,-1.5045,-2.1215,0
190,-2.5184,-0.5892,-1.6852,1.5082,0.2499,-1.2908,-1.823,-0.4685,-1.8664,-0.5005,-0.0859,-2.5521,0.2958,-1.2839,0.0944,-1.3834,-1.9788,0
191,-3.6982,-0.4078,-1.9847,1.2012,0.0227,-0.0442,-2.2101,-0.5552,-0.9189,-1.1266,-0.2866,-2.5674,-0.4321,-0.9117,-2.3472,-1.5485,-1.1604,0
192,-2.4462,-0.2667,-2.5552,-0.8201,-0.6521,-0.369,-2.1875,-1.2434,-2.1221,-2.065,-0.6063,-2.5683,-0.7325,-1.5306,-0.4336,-2.1395,-2.2373,0
193,-2.0103,-0.4148,-0.9791,0.798,-1.0108,0.4551,-2.08,-0.1226,-1.294,0.0917,-0.6132,-2.2583,0.6027,-0.6312,-0.1493,-1.5385,-1.0166,0
194,-2.8387,-0.5096,-2.1885,1.0998,-0.7625,1.0231,-1.338,-0.061,-1.1075,-0.8505,-0.4856,-1.8954,0.2737,-0.7716,0.0749,-0.4244,-1.5974,0
195,-2.4171,-0.3998,-0.7779,-0.1394,-0.0346,-0.1645,-2.7133,-0.4417,-0.3335,-1.6558,-0.5417,-1.8006,2.7214,-1.1875,1.0072,-2.6796,-0.0822,0
196,-3.0491,-0.8124,-2.2819,1.2102,-0.9749,-0.204,-0.9444,-1.4646,-1.3195,-1.0921,-0.2906,-1.0906,-0.2049,-1.4424,-0.7116,-2.2536,-1.3129,0
197,-2.6566,-0.4451,-1.7354,-0.3672,-0.0315,-1.1362,-2.7734,-0.3718,-0.6935,-2.0346,-0.7495,-1.4595,-0.5971,-1.0916,-0.6987,-2.7349,-1.8599,0
198,-3.7348,-0.8196,-2.3053,-0.365,-0.1153,0.1899,-2.0425,-0.7689,-2.2084,-0.7735,-0.089,-2.7466,0.0981,-1.126,-1.1718,-1.2191,-2.0619,0
199,-2.0398,-0.3911,-1.9267,0.2889,-1.0597,0.1509,-1.9555,-0.5585,-1.686,-0.8521,-0.4678,-1.9791,0.2459,-1.4846,-1.1687,-1.2444,-3.3895,0
200,-2.4207,-0.4731,-2.4416,-2.8218,-1.3903,-1.1547,-3.0751,-1.4197,-1.2227,-1.6734,-0.1313,-2.2351,-0.0239,-1.4101,-1.7661,-2.0925,-1.5023,0
201,-1.4502,-0.3805,-1.9225,0.272,-0.7961,0.2501,-1.8143,-1.039,-0.6734,-0.9818,-0.6727,-1.717,-0.3132,-1.0795,-0.9532,-2.5553,-2.1389,0
202,-2.5329,-0.5498,-1.8646,0.5298,-0.6377,0.5963,-1.8938,-0.0838,-1.9877,1.4406,-0.2437,-2.0939,-0.1239,-0.9859,-1.9706,-1.295,-2.4532,0
203,-3.3239,-0.1674,-0.6369,1.6266,-0.3354,0.7475,-2.303,-0.9221,4.0274,-1.5371,-0.4612,-2.734,-0.3213,-0.2841,1.1923,-2.9331,-2.691,0
204,-3.6388,-0.5747,-1.2349,-0.4849,-0.4408,1.4174,-2.1551,-0.2801,-1.713,-0.8749,-0.6967,-2.2916,-0.0983,-0.8339,-0.5128,-2.3298,1.3561,0
205,-3.0381,-0.6316,-1.7602,-0.6938,-1.6611,0.0446,-1.9883,0.6007,-1.9656,-0.509,-0.3485,-1.6133,-0.3542,-0.9085,-1.3018,-2.158,-1.7102,0
206,-2.7742,-0.5231,-1.9677,2.0517,-0.699,-0.5289,-1.9797,-0.8075,-1.1185,-1.7466,0.1171,-2.8516,0.1386,-1.022,-0.6518,-2.9668,-0.2482,0
207,-3.0276,-0.562,-0.3699,4.6708,-0.4811,0.6561,-3.3001,0.8774,6.0037,-1.9204,-0.3292,-2.3855,0.435,-0.0792,0.146,-2.2602,1.3828,0
208,-1.7396,-0.8339,-1.3826,1.5612,-0.7525,-0.2494,-2.3644,-0.2362,2.2262,-0.5584,-0.6875,-2.3855,-0.4758,-1.0278,-1.8198,-2.1239,-1.6762,0
209,-2.5144,-0.7159,-2.5529,0.2864,-0.8904,-0.3745,-2.4245,-1.1716,0.4152,-1.8637,-0.4029,-2.0721,0.1737,-1.1708,-1.6364,-2.4361,-1.9502,0
210,-1.4151,-0.6415,-1.3865,0.5518,-1.4545,-0.1474,-2.2489,0.1072,-0.8722,-1.4165,-0.407,-1.6949,0.5197,-0.8494,-1.1047,-2.0471,-1.3141,0
211,-2.5767,-0.5845,-1.2478,-1.4268,-1.7148,-0.5546,-2.567,1.1996,0.3339,-1.5842,-0.068,-2.6346,0.5891,-0.9422,-1.5249,-2.7514,-2.0374,0
212,-1.7028,-0.595,-1.4662,2.1315,-1.0023,-0.0412,-2.0396,0.5521,-0.1436,-0.4186,-0.5137,-1.7598,-0.3305,-0.3706,-0.2048,-1.6875,-1.5841,0
213,-2.3326,-0.4744,0.0562,0.3907,0.0635,0.8393,-2.0399,-0.3198,-0.3392,-1.4605,-0.2942,-2.7251,0.0917,-0.7901,1.0674,-2.0634,-1.8495,0
214,-2.4154,-0.3995,-3.117,-0.0682,-1.5555,-0.1451,-2.1944,-0.9474,-1.9127,-1.0864,-0.078,-2.7316,0.0131,-1.9468,-1.8769,-1.7082,-2.3257,0
215,-2.4747,-0.2898,-1.9958,-0.4441,-1.1417,0.2138,-2.7546,-1.2171,-0.9349,-1.1408,-0.4597,-2.5437,-0.1138,-1.5394,-1.7206,-1.2278,-2.1518,0
216,-1.6602,-0.431,-2.2149,-0.8834,-1.3092,-0.1915,-2.399,-0.6925,-0.9349,-0.8759,-0.2449,-2.2097,-0.3888,-1.2165,-2.3948,-1.569,-1.8051,0
217,-2.6804,-0.2308,-1.9175,-0.2661,-0.8775,0.3311,-1.8085,-1.0519,-1.3226,-0.6285,-0.4923,-2.6314,-0.3663,1.2584,-0.0627,0.1824,-1.6532,0
218,-2.9152,-0.4885,-2.656,-2.2283,-1.4984,-0.8951,-2.6113,-1.4796,-2.609,-1.0854,-0.1683,-3.188,-0.0187,-1.814,-1.3403,-1.8153,-3.0713,0
219,-2.5549,-0.4121,-1.6065,-0.9677,-0.821,-0.9024,-2.4375,-1.6213,-0.1068,-2.6646,0.0201,-2.3126,-0.2722,-0.8745,-0.5984,-3.1447,-0.4295,0
220,-2.6896,-0.5011,-2.4236,-1.5938,-0.4761,-0.8111,-4.8141,-0.5163,-1.0168,-2.4183,-0.1173,-2.916,0.152,-0.8795,-2.973,-1.9943,-1.725,0
221,-2.2088,-0.4679,-1.1345,-0.1744,0.0507,-0.1376,-1.1425,-0.6588,1.2133,-0.192,-0.163,-1.3638,-0.0693,-1.0773,-0.5366,-1.463,0.014,0
222,-3.4361,-0.2813,0.2205,1.1433,0.3606,0.5166,-1.8221,1.8225,-0.869,-1.4951,-0.3662,-2.7045,0.1123,-0.5628,0.6575,-3.4289,-0.0208,0
223,-1.5534,-0.2138,-1.6871,1.4842,-1.347,-0.2922,-2.4077,-1.2969,-1.4903,-1.0844,-0.4927,-2.0544,0.0073,-1.1737,-0.7019,-2.2464,0.266,0
224,-0.6723,-0.6715,-0.261,-0.9386,-0.1502,-0.1186,-1.792,0.2181,-0.8512,-1.5926,0.3541,-2.3472,0.2521,-0.0672,0.6627,-2.2472,0.6285,0
225,-2.6226,-0.3136,-1.787,0.7062,-1.0638,-0.3725,-3.032,-0.207,1.2416,-0.9635,0.7147,-2.3869,-0.1022,-1.2185,-1.6607,-2.4358,-1.7473,0
226,-0.1071,-0.4264,0.8885,4.8613,-0.0109,1.5526,-0.5468,1.85,1.4402,-0.0228,-0.388,-2.4883,-0.7905,0.1766,2.1852,-2.0551,-0.3393,0
227,-3.5144,-0.4343,-0.9695,-0.4097,-0.8144,0.3855,-2.3628,-0.9173,1.7674,-1.4994,-0.3744,-2.3294,0.04,-1.1915,0.5495,-2.4369,-0.6117,0
